date,commune,lat,lon,precipitation,temperature_mean,humidity_mean,pressure_mean,temperature,humidity,pressure,soil_moisture,elevation,slope,distance_to_river,in_flood_plain,depression_depth,drainage_density,drainage_state,drainage_coverage,blocked_drainage_pct,impermeable_surface,building_density,population_density,groundwater_level,runoff_coefficient,infiltration_rate,soil_permeability,vegetation_cover,ndvi_avg,informal_settlement_pct,poverty_index,flood_preparedness,antecedent_precip_3d,antecedent_precip_7d,antecedent_precip_14d,soil_saturation_index,flood_occurred,flood_severity
2023-09-06,Commune I,12.6563,-7.9928,25.0,25.7,79.0,1011.9,25.7,79.0,1011.9,0.5887255476350812,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,39.6,47.400000000000006,129.0,1.0,0,0.0
2023-09-07,Commune I,12.6563,-7.9928,0.1,26.7,81.0,1012.2,26.7,81.0,1012.2,0.7197875989808414,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,39.7,41.70000000000001,129.1,1.0,0,0.0
2023-09-08,Commune I,12.6563,-7.9928,9.6,27.6,76.0,1011.5,27.6,76.0,1011.5,0.6839610590987615,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,34.7,51.30000000000001,138.70000000000002,1.0,0,0.0
2023-09-09,Commune I,12.6563,-7.9928,10.2,23.9,84.0,1011.9,23.9,84.0,1011.9,0.7529697397302447,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,19.9,59.7,148.4,1.0,0,0.0
2023-09-10,Commune I,12.6563,-7.9928,11.8,24.2,80.0,1013.7,24.2,80.0,1013.7,0.8804549978616013,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,31.599999999999998,71.30000000000001,149.4,1.0,0,0.0
2023-09-11,Commune I,12.6563,-7.9928,0.0,26.6,78.0,1012.9,26.6,78.0,1012.9,0.8682171282535024,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,22.0,71.30000000000001,149.4,0.973,0,0.0
2023-09-12,Commune I,12.6563,-7.9928,0.0,28.3,72.0,1009.9,28.3,72.0,1009.9,0.7336942012139566,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,11.8,56.7,94.7,0.9545,0,0.0
2023-09-13,Commune I,12.6563,-7.9928,10.8,26.0,84.0,1008.7,26.0,84.0,1008.7,0.5646429438944012,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,10.8,42.50000000000001,89.9,1.0,0,0.0
2023-09-14,Commune I,12.6563,-7.9928,0.0,25.3,75.0,1010.2,25.3,75.0,1010.2,0.6269067511901332,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,10.8,42.400000000000006,84.1,0.9740000000000001,0,0.0
2023-09-15,Commune I,12.6563,-7.9928,14.4,26.6,76.0,1010.8,26.6,76.0,1010.8,0.7374345581570851,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,25.200000000000003,47.20000000000001,98.5,1.0,0,0.0
2023-09-16,Commune I,12.6563,-7.9928,0.0,26.1,80.0,1010.7,26.1,80.0,1010.7,0.6256043356410822,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,14.4,37.00000000000001,96.7,1.0,0,0.0
2023-09-17,Commune I,12.6563,-7.9928,10.0,25.3,80.0,1010.8,25.3,80.0,1010.8,0.6229926646653033,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,24.4,35.20000000000001,106.5,1.0,0,0.0
2023-09-18,Commune I,12.6563,-7.9928,0.0,25.2,82.0,1010.4,25.2,82.0,1010.4,0.5177725495117742,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,10.0,35.20000000000001,106.5,1.0,0,0.0
2023-09-19,Commune I,12.6563,-7.9928,0.0,27.4,78.0,1010.0,27.4,78.0,1010.0,0.4938530923204044,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,10.0,35.20000000000001,91.9,1.0,0,0.0
2023-09-20,Commune I,12.6563,-7.9928,0.0,27.9,77.0,1010.4,27.9,77.0,1010.4,0.44704398732835093,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,0.0,24.400000000000006,66.9,1.0,0,0.0
2023-09-21,Commune I,12.6563,-7.9928,1.1,28.1,72.0,1010.8,28.1,72.0,1010.8,0.46528624561443477,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,1.1,25.500000000000007,67.9,1.0,0,0.0
2023-09-22,Commune I,12.6563,-7.9928,1.7,25.3,79.0,1011.0,25.3,79.0,1011.0,0.41137624259021416,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,2.8,12.800000000000008,60.00000000000001,0.9934999999999999,0,0.0
2023-09-23,Commune I,12.6563,-7.9928,1.1,26.9,78.0,1010.9,26.9,78.0,1010.9,0.28121010184759243,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,3.9000000000000004,13.900000000000007,50.9,0.9990000000000001,0,0.0
2023-09-24,Commune I,12.6563,-7.9928,0.1,26.7,69.0,1012.3,26.7,69.0,1012.3,0.3598108493063641,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,2.9,4.000000000000007,39.199999999999996,0.9995,0,0.0
2023-09-25,Commune I,12.6563,-7.9928,12.5,27.5,74.0,1011.4,27.5,74.0,1011.4,0.3795996050710506,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,13.7,16.500000000000007,51.7,1.0,0,0.0
2023-09-26,Commune I,12.6563,-7.9928,0.0,27.1,76.0,1010.8,27.1,76.0,1010.8,0.36615594650262906,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,12.6,16.500000000000007,51.7,1.0,0,0.0
2023-09-27,Commune I,12.6563,-7.9928,0.0,28.5,73.0,1010.2,28.5,73.0,1010.2,0.3368947812369917,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,12.5,16.500000000000007,40.9,1.0,0,0.0
2023-09-28,Commune I,12.6563,-7.9928,3.2,28.2,75.0,1008.2,28.2,75.0,1008.2,0.3222571664067116,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,3.2,18.60000000000001,44.1,0.748,0,0.0
2023-09-29,Commune I,12.6563,-7.9928,0.0,27.3,69.0,1010.1,27.3,69.0,1010.1,0.4319918625314292,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,3.2,16.90000000000001,29.700000000000003,0.67,0,0.0
2023-09-30,Commune I,12.6563,-7.9928,0.0,28.1,70.0,1010.4,28.1,70.0,1010.4,0.3853325650260869,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,3.2,15.800000000000008,29.700000000000003,0.6409999999999999,0,0.0
2023-10-01,Commune I,12.6563,-7.9928,0.0,28.5,70.0,1009.2,28.5,70.0,1009.2,0.31633528834628066,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,0.0,15.700000000000006,19.700000000000003,0.6409999999999999,0,0.0
2023-10-02,Commune I,12.6563,-7.9928,0.1,27.7,78.0,1009.4,27.7,78.0,1009.4,0.21274606139681929,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,0.1,3.3000000000000074,19.8,0.6325,0,0.0
2023-10-03,Commune I,12.6563,-7.9928,2.2,26.4,73.0,1009.6,26.4,73.0,1009.6,0.279044098368827,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,2.3000000000000003,5.500000000000007,22.0,0.6425,0,0.0
2023-10-04,Commune I,12.6563,-7.9928,0.0,27.8,73.0,1009.9,27.8,73.0,1009.9,0.3792844095978031,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,2.3000000000000003,5.500000000000007,22.0,0.6425,0,0.0
2023-10-05,Commune I,12.6563,-7.9928,0.0,28.1,75.0,1010.2,28.1,75.0,1010.2,0.25618709909848647,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,2.2,2.3000000000000074,20.900000000000002,0.5695,0,0.0
2023-10-06,Commune I,12.6563,-7.9928,0.0,28.9,68.0,1010.3,28.9,68.0,1010.3,0.1940095190107614,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,0.0,2.3000000000000074,19.200000000000003,0.4445,0,0.0
2023-10-07,Commune I,12.6563,-7.9928,8.9,26.5,72.0,1010.4,26.5,72.0,1010.4,0.33104618012903614,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,8.9,11.200000000000008,27.0,0.4885,0,0.0
2023-10-08,Commune I,12.6563,-7.9928,0.8,26.9,74.0,1010.7,26.9,74.0,1010.7,0.33636382151261657,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,9.700000000000001,12.000000000000009,27.7,0.44449999999999995,0,0.0
2023-10-09,Commune I,12.6563,-7.9928,0.0,27.7,74.0,1011.8,27.7,74.0,1011.8,0.21432233451958815,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,9.700000000000001,11.90000000000001,15.200000000000001,0.39349999999999996,0,0.0
2023-10-10,Commune I,12.6563,-7.9928,0.0,28.0,72.0,1012.1,28.0,72.0,1012.1,0.3281185900074428,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,0.8,9.700000000000008,15.200000000000001,0.33449999999999996,0,0.0
2023-10-11,Commune I,12.6563,-7.9928,8.5,27.3,71.0,1011.1,27.3,71.0,1011.1,0.3901199401562328,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,8.5,18.20000000000001,23.700000000000003,0.377,0,0.0
2023-10-12,Commune I,12.6563,-7.9928,0.1,25.4,77.0,1011.8,25.4,77.0,1011.8,0.437310318240671,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,8.6,18.300000000000008,20.6,0.3775,0,0.0
2023-10-13,Commune I,12.6563,-7.9928,0.0,27.3,74.0,1012.2,27.3,74.0,1012.2,0.49494780474726735,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,8.6,18.300000000000008,20.6,0.3235,0,0.0
2023-10-14,Commune I,12.6563,-7.9928,0.0,28.9,65.0,1011.7,28.9,65.0,1011.7,0.3846615848107212,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,0.1,9.400000000000007,20.6,0.3235,0,0.0
2023-10-15,Commune I,12.6563,-7.9928,0.0,28.6,56.0,1010.5,28.6,56.0,1010.5,0.3082222321389252,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,0.0,8.600000000000007,20.6,0.2515,0,0.0
2023-10-16,Commune I,12.6563,-7.9928,0.0,26.6,69.0,1009.5,26.6,69.0,1009.5,0.2663403712295832,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,0.0,8.600000000000007,20.5,0.2515,0,0.0
2023-10-17,Commune I,12.6563,-7.9928,2.3,25.4,73.0,1011.6,25.4,73.0,1011.6,0.4695013234958264,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,2.3,10.900000000000007,20.6,0.213,0,0.0
2023-10-18,Commune I,12.6563,-7.9928,0.0,28.1,67.0,1012.4,28.1,67.0,1012.4,0.2729609217007245,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,2.3,2.400000000000007,20.6,0.213,0,0.0
2023-10-19,Commune I,12.6563,-7.9928,0.0,27.6,72.0,1011.8,27.6,72.0,1011.8,0.26986313126231404,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,2.3,2.300000000000007,20.6,0.213,0,0.0
2023-10-20,Commune I,12.6563,-7.9928,3.4,27.3,70.0,1011.1,27.3,70.0,1011.1,0.2962937456444999,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,3.4,5.700000000000006,24.0,0.23,0,0.0
2023-10-21,Commune I,12.6563,-7.9928,0.2,27.1,68.0,1011.2,27.1,68.0,1011.2,0.30907090470505943,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,3.6,5.900000000000007,15.3,0.2255,0,0.0
2023-10-22,Commune I,12.6563,-7.9928,12.8,26.8,70.0,1011.0,26.8,70.0,1011.0,0.39861531273713624,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,16.400000000000002,18.700000000000006,27.3,0.281,0,0.0
2023-10-23,Commune I,12.6563,-7.9928,0.7,27.1,70.0,1010.2,27.1,70.0,1010.2,0.3829835663226549,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,13.7,19.400000000000006,28.0,0.279,0,0.0
2023-10-24,Commune I,12.6563,-7.9928,0.0,27.6,63.0,1010.2,27.6,63.0,1010.2,0.36515705293798045,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,13.5,17.100000000000005,28.0,0.2785,0,0.0
2023-10-25,Commune I,12.6563,-7.9928,0.0,27.9,60.0,1009.9,27.9,60.0,1009.9,0.39086233648920016,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,0.7,17.100000000000005,19.5,0.21600000000000003,0,0.0
2023-10-26,Commune I,12.6563,-7.9928,0.0,27.0,62.0,1009.5,27.0,62.0,1009.5,0.36532876144331183,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,0.0,17.100000000000005,19.4,0.21600000000000003,0,0.0
2023-10-27,Commune I,12.6563,-7.9928,0.0,26.5,65.0,1009.6,26.5,65.0,1009.6,0.32852437753280855,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,0.0,13.700000000000006,19.4,0.21600000000000003,0,0.0
2023-10-28,Commune I,12.6563,-7.9928,6.2,26.4,77.0,1008.9,26.4,77.0,1008.9,0.41948817805126154,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,6.2,19.700000000000006,25.6,0.231,0,0.0
2023-10-29,Commune I,12.6563,-7.9928,1.5,25.5,81.0,1009.0,25.5,81.0,1009.0,0.3072511391289573,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,7.7,8.400000000000006,27.1,0.23850000000000002,0,0.0
2023-10-30,Commune I,12.6563,-7.9928,0.0,27.4,67.0,1008.2,27.4,67.0,1008.2,0.38936631609580113,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,7.7,7.7000000000000055,27.1,0.23850000000000002,0,0.0
2023-10-31,Commune I,12.6563,-7.9928,0.0,29.0,61.0,1007.7,29.0,61.0,1007.7,0.1816181762470161,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,1.5,7.7000000000000055,24.800000000000004,0.23850000000000002,0,0.0
2023-11-01,Commune I,12.6563,-7.9928,0.0,27.0,62.0,1009.2,27.0,62.0,1009.2,0.36874200926278977,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,0.0,7.7000000000000055,24.800000000000004,0.23800000000000002,0,0.0
2023-11-02,Commune I,12.6563,-7.9928,0.0,28.1,57.0,1010.5,28.1,57.0,1010.5,0.37647092629154816,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,0.0,7.7000000000000055,24.800000000000004,0.22700000000000004,0,0.0
2023-11-03,Commune I,12.6563,-7.9928,0.0,27.0,55.0,1009.6,27.0,55.0,1009.6,0.2104971550462592,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,0.0,7.7000000000000055,21.4,0.22700000000000004,0,0.0
2023-11-04,Commune I,12.6563,-7.9928,0.0,26.2,57.0,1008.5,26.2,57.0,1008.5,0.24536562029598263,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,0.0,1.5000000000000053,21.200000000000003,0.22700000000000004,0,0.0
2023-11-05,Commune I,12.6563,-7.9928,0.0,27.5,62.0,1009.0,27.5,62.0,1009.0,0.23142795670021044,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,0.0,0.0,8.4,0.22700000000000004,0,0.0
2023-11-06,Commune I,12.6563,-7.9928,0.0,28.8,61.0,1010.1,28.8,61.0,1010.1,0.17962441526410894,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,0.0,0.0,7.7,0.1825,0,0.0
2023-11-07,Commune I,12.6563,-7.9928,0.0,29.5,61.0,1009.0,29.5,61.0,1009.0,0.21110916562045623,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,0.0,0.0,7.7,0.17850000000000002,0,0.0
2023-11-08,Commune I,12.6563,-7.9928,0.0,26.6,59.0,1008.9,26.6,59.0,1008.9,0.19447120772670856,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,0.0,0.0,7.7,0.17850000000000002,0,0.0
2023-11-09,Commune I,12.6563,-7.9928,0.0,26.4,54.0,1010.2,26.4,54.0,1010.2,0.3376135221711811,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,0.0,0.0,7.7,0.17850000000000002,0,0.0
2023-11-10,Commune I,12.6563,-7.9928,0.0,25.7,51.0,1010.5,25.7,51.0,1010.5,0.29678391965737305,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,0.0,0.0,7.7,0.136,0,0.0
2023-11-11,Commune I,12.6563,-7.9928,0.0,27.3,53.0,1011.0,27.3,53.0,1011.0,0.31357775474970795,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,0.0,0.0,1.5,0.1355,0,0.0
2023-11-12,Commune I,12.6563,-7.9928,0.0,28.3,52.0,1011.1,28.3,52.0,1011.1,0.28608360320216175,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,0.0,0.0,0.0,0.1355,0,0.0
2023-11-13,Commune I,12.6563,-7.9928,0.0,27.6,41.0,1011.0,27.6,41.0,1011.0,0.19354741143913853,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,0.0,0.0,0.0,0.1355,0,0.0
2023-11-14,Commune I,12.6563,-7.9928,0.0,27.6,45.0,1010.8,27.6,45.0,1010.8,0.2237739866860113,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,0.0,0.0,0.0,0.1355,0,0.0
2023-11-15,Commune I,12.6563,-7.9928,0.0,24.5,51.0,1009.9,24.5,51.0,1009.9,0.2744687280613959,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,0.0,0.0,0.0,0.1355,0,0.0
2023-11-16,Commune I,12.6563,-7.9928,0.0,27.1,45.0,1010.4,27.1,45.0,1010.4,0.18889360955540274,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,0.0,0.0,0.0,0.12400000000000003,0,0.0
2023-11-17,Commune I,12.6563,-7.9928,0.0,29.4,53.0,1009.5,29.4,53.0,1009.5,0.2856499215086194,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,0.0,0.0,0.0,0.12400000000000003,0,0.0
2023-11-18,Commune I,12.6563,-7.9928,0.0,29.4,52.0,1010.5,29.4,52.0,1010.5,0.23798373009209325,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,0.0,0.0,0.0,0.12400000000000003,0,0.0
2023-11-19,Commune I,12.6563,-7.9928,0.0,30.6,50.0,1010.9,30.6,50.0,1010.9,0.23125895962252013,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,0.0,0.0,0.0,0.107,0,0.0
2023-11-20,Commune I,12.6563,-7.9928,0.0,27.4,27.0,1010.6,27.4,27.0,1010.6,0.2855479984101746,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,0.0,0.0,0.0,0.10600000000000001,0,0.0
2023-11-21,Commune I,12.6563,-7.9928,0.0,25.3,37.0,1011.1,25.3,37.0,1011.1,0.272213165574302,330.0,2.5,1200.0,0.0,0.5,3.2,2.0,40.0,35.0,65.0,45.0,8500.0,8.0,0.75,15.0,2.0,15.0,0.25,30.0,45.0,2.0,0.0,0.0,0.0,0.042,0,0.0
